symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
LSM2	-1.0353	7.4323	-5.989	0.00024908	0.0060742	0.72697
LRP10	-0.61275	8.3285	-5.9854	0.00025016	0.0060742	0.72243
UBE2D3	0.63671	8.2336	5.9833	0.00025077	0.0060742	0.71989
CD53	0.86614	10.622	5.9832	0.0002508	0.0060742	0.71975
SPI1	-2.2183	6.427	-5.9724	0.00025403	0.0061325	0.70635
GTF2B	1.0881	7.2607	5.9699	0.00025478	0.0061325	0.70327
PPARG	2.2541	6.8365	5.9675	0.0002555	0.0061325	0.70031
HADHA	-0.53117	9.1801	-5.9644	0.00025645	0.0061325	0.69643
FKBP8	-1.2255	7.0297	-5.9623	0.00025708	0.0061325	0.69386
OS9	-0.4546	10.246	-5.961	0.00025748	0.0061325	0.69226
ADO	1.5066	5.7938	5.9576	0.0002585	0.0061399	0.68811
RAPGEF2	1.1998	8.2701	5.952	0.00026024	0.0061642	0.68109
MINK1	-1.0648	6.9525	-5.9436	0.00026284	0.0061816	0.67066
NR4A2	2.9985	6.982	5.9419	0.00026336	0.0061816	0.66861
C21orf33	-0.951	6.1275	-5.9408	0.00026372	0.0061816	0.66716
P2RY10	0.6342	5.5582	5.9404	0.00026384	0.0061816	0.66669
RECQL	0.82404	6.4558	5.9366	0.00026502	0.0061925	0.66201
HRH1	-0.58981	4.3204	-5.929	0.00026744	0.0062209	0.65249
BTBD2	-0.88152	6.7407	-5.9265	0.00026824	0.0062209	0.64936
UBA1	-1.1976	8.2675	-5.924	0.00026904	0.0062209	0.64627
KLHL21	1.1556	7.8075	5.9237	0.00026913	0.0062209	0.64592
ARF6	0.84214	7.8214	5.9207	0.00027007	0.0062261	0.64224
VPS72	-0.59707	7.4789	-5.9159	0.00027165	0.0062458	0.63615
SUN2	0.46309	8.6933	5.8951	0.00027846	0.0063797	0.61024
TXNIP	1.0256	10.492	5.8936	0.00027895	0.0063797	0.60837
ADCY3	0.52607	8.0378	5.8812	0.00028311	0.0064577	0.59287
STARD8	0.80792	6.9208	5.8743	0.00028545	0.0064937	0.58427
ING3	0.5525	4.9571	5.8703	0.00028684	0.0065082	0.57919
GNG7	-0.68325	6.1742	-5.8542	0.00029242	0.0066058	0.55899
OLFML2B	-1.4669	6.8408	-5.8534	0.00029267	0.0066058	0.5581
KCTD12	-1.3764	7.4452	-5.8473	0.00029483	0.0066371	0.55041
MAPK6	1.7119	9.3903	5.8334	0.0002998	0.0067205	0.5329
DDX3X	0.57302	7.3133	5.8316	0.00030044	0.0067205	0.53067
KLF6	0.87544	9.8881	5.8271	0.00030208	0.0067205	0.52497
VCAN	2.7418	8.0386	5.827	0.00030211	0.0067205	0.52487
ARF3	-0.60088	9.3637	-5.8258	0.00030255	0.0067205	0.52333
SCD	-0.63488	3.7118	-5.824	0.00030321	0.0067205	0.52105
NOV	0.60161	3.8181	5.7966	0.00031338	0.0069281	0.48649
MT1X	2.529	8.4189	5.7891	0.00031621	0.0069485	0.47706
GTF3C2	-1.2079	5.8655	-5.788	0.00031665	0.0069485	0.47562
NFX1	-0.84424	5.0013	-5.7865	0.00031722	0.0069485	0.47374
RAP1B	0.96337	9.4522	5.7849	0.00031784	0.0069485	0.47171
HIST1H2AC	1.205	5.4359	5.7807	0.00031945	0.0069485	0.46639
TP53	-0.59639	5.0897	-5.7802	0.00031963	0.0069485	0.4658
CRTAP	-0.68799	5.5074	-5.7794	0.00031994	0.0069485	0.46478
MCL1	0.96521	9.367	5.7715	0.00032302	0.0069976	0.45477
MARCO	2.6387	8.9732	5.7659	0.00032519	0.0070271	0.44773
TIMM17B	-0.67536	8.2842	-5.7607	0.00032727	0.0070325	0.44107
CRHBP	-0.91085	3.1551	-5.7593	0.00032781	0.0070325	0.43934
TYROBP	-0.90197	11.898	-5.7591	0.00032789	0.0070325	0.43909
TRIM27	-0.65911	6.4886	-5.7523	0.00033061	0.0070733	0.43042
IL1R2	1.6192	7.0381	5.7409	0.00033523	0.0071509	0.41589
NCOA4	-0.85562	10.078	-5.7367	0.00033691	0.0071509	0.41065
DNASE2	-1.3479	7.6963	-5.7343	0.00033789	0.0071509	0.40761
HMHA1	-1.0087	8.3215	-5.7327	0.00033855	0.0071509	0.40555
NEK9	-0.77093	6.4098	-5.7321	0.00033882	0.0071509	0.40474
GNG5	0.65355	9.0047	5.7289	0.00034011	0.0071509	0.40074
CD99	-0.58817	10.517	-5.7282	0.0003404	0.0071509	0.39984
CYC1	-1.1036	7.5791	-5.7271	0.00034088	0.0071509	0.39839
CYB561D2	-0.67804	8.0017	-5.7221	0.00034294	0.0071624	0.39207
AHCY	-0.9121	6.9501	-5.7214	0.00034324	0.0071624	0.39115
ITGAM	1.3645	8.1333	5.7182	0.00034457	0.0071624	0.38711
ATP2B4	0.52188	5.3395	5.7174	0.00034492	0.0071624	0.38602
ABCA6	-0.74479	2.9784	-5.7122	0.0003471	0.0071624	0.37944
FASN	-0.46983	7.2839	-5.7094	0.00034828	0.0071624	0.37587
NR2C2	0.47544	5.4844	5.7082	0.00034878	0.0071624	0.37436
ARFIP2	-0.661	6.7751	-5.7074	0.00034914	0.0071624	0.37329
CD164	0.66027	8.9998	5.7062	0.00034966	0.0071624	0.37173
RPL9	0.71512	11.657	5.706	0.00034973	0.0071624	0.37153
CTDNEP1	-0.81839	9.3078	-5.6983	0.00035302	0.0072127	0.3617
SORD	-1.4037	5.4072	-5.6956	0.00035421	0.0072162	0.35819
MBD2	1.15	8.1968	5.6925	0.00035556	0.0072162	0.35421
RBM3	0.50013	11.533	5.691	0.00035618	0.0072162	0.35237
IDH3B	-0.85586	7.9779	-5.689	0.00035706	0.0072162	0.34978
GBP2	2.2784	7.5924	5.6883	0.00035738	0.0072162	0.34885
INPPL1	-1.3434	6.7344	-5.6815	0.00036035	0.0072593	0.34016
PINK1	-0.82348	6.6637	-5.6735	0.0003639	0.0073137	0.32989
MAP3K11	-0.81254	7.2396	-5.661	0.0003695	0.007409	0.31389
RANGAP1	-0.5215	7.2728	-5.6521	0.00037354	0.0074725	0.3025
CMTR1	-0.637	5.9066	-5.6483	0.0003753	0.0074901	0.29757
FYN	2.3479	7.0446	5.646	0.00037636	0.0074901	0.29463
ERAL1	-0.53361	7.4638	-5.6445	0.00037703	0.0074901	0.29277
ARL4A	1.5434	6.9045	5.6422	0.00037812	0.0074945	0.28974
AGPAT1	-0.68267	8.0653	-5.6368	0.00038061	0.0075171	0.28287
HSD17B8	-0.53105	6.0081	-5.636	0.000381	0.0075171	0.28179
PFKP	1.7993	7.7268	5.6234	0.00038693	0.0076166	0.26561
TP53BP2	1.2998	6.9292	5.6188	0.00038911	0.0076187	0.25971
HHEX	-1.5866	5.1705	-5.6175	0.00038974	0.0076187	0.25802
PSEN2	-0.74057	5.7239	-5.6163	0.00039034	0.0076187	0.25641
AKT1	-1.2062	8.2048	-5.615	0.00039097	0.0076187	0.2547
PPP2R1A	-1.2029	8.0745	-5.614	0.00039145	0.0076187	0.25343
LAIR1	-1.2768	8.2451	-5.6096	0.00039355	0.0076278	0.24781
RHBDD3	-0.4562	8.2553	-5.6084	0.00039416	0.0076278	0.2462
ARHGEF11	-1.167	6.1709	-5.6059	0.00039536	0.0076278	0.24302
TSC22D2	1.9031	5.4673	5.6057	0.00039546	0.0076278	0.24275
MPG	-0.84386	6.0845	-5.5992	0.00039862	0.0076474	0.23441
CTSC	-1.6261	8.9585	-5.5987	0.00039887	0.0076474	0.23375
PLCB3	-0.69528	3.7981	-5.5982	0.00039914	0.0076474	0.23304
EIF5	1.2006	8.6181	5.5948	0.00040079	0.0076621	0.2287
ZNF160	-0.85462	4.0336	-5.5842	0.0004061	0.0077464	0.21492
RCAN1	1.1948	5.4939	5.579	0.00040869	0.0077786	0.20826
TNK2	-0.5826	7.2064	-5.5734	0.00041153	0.0078154	0.201
ANAPC15	-0.38307	6.9531	-5.5692	0.00041367	0.0078389	0.19555
ZNF267	1.3857	8.2074	5.5643	0.0004162	0.007856	0.18917
ATP1A1	1.2827	5.8571	5.5639	0.0004164	0.007856	0.18867
TCEAL1	-0.93288	5.8466	-5.5599	0.00041848	0.007878	0.18345
CDC42EP3	2.0338	7.852	5.5546	0.00042119	0.0079118	0.17667
KHSRP	-0.79999	6.2642	-5.5522	0.00042245	0.0079183	0.17353
PKN1	-1.3299	7.0941	-5.5497	0.00042377	0.0079199	0.17027
ARSA	-0.74432	6.8088	-5.5475	0.00042494	0.0079199	0.16738
INTS9	-0.56767	5.5134	-5.5453	0.00042607	0.0079199	0.16459
DUSP10	0.70656	8.1769	5.545	0.00042628	0.0079199	0.16409
RNF11	1.2464	7.79	5.5433	0.00042714	0.0079199	0.16198
STK17B	1.2098	5.2023	5.5406	0.00042858	0.0079297	0.15843
PTOV1	-0.84215	6.7249	-5.5296	0.00043446	0.0080063	0.14415
HLA-DMA	-0.77101	10.893	-5.5294	0.00043458	0.0080063	0.14387
PLIN2	1.457	9.8239	5.5092	0.00044561	0.008192	0.1176
WDTC1	-0.68015	7.5634	-5.5064	0.00044721	0.0081957	0.11384
PEBP1	-1.6917	6.1188	-5.5055	0.00044771	0.0081957	0.11266
MVD	-0.56987	6.5471	-5.5004	0.00045054	0.0082299	0.10607
PHLDA1	2.0669	7.8211	5.492	0.00045531	0.0082887	0.095017
ZBTB22	-0.50549	6.1568	-5.4913	0.00045568	0.0082887	0.094174
CELSR1	-0.93029	5.5498	-5.4783	0.00046312	0.0083655	0.077182
CAPNS1	-0.76757	9.7352	-5.4776	0.00046355	0.0083655	0.076219
CUL4B	-0.63843	5.4657	-5.476	0.00046447	0.0083655	0.074145
CFL1	-0.51454	11.482	-5.4759	0.00046455	0.0083655	0.073956
PRRC2A	-0.80472	7.2359	-5.4755	0.00046475	0.0083655	0.073505
APEX1	-1.0258	7.4378	-5.4729	0.00046627	0.0083754	0.070082
WWP1	-2.0338	6.5269	-5.4604	0.00047362	0.0084898	0.053678
PPP2R4	-0.94144	7.9428	-5.4513	0.00047908	0.0085697	0.04168
HDGFRP3	0.52142	3.1924	5.4443	0.00048324	0.0086263	0.032603
SENP3	-0.5973	6.8585	-5.4415	0.00048499	0.0086298	0.028824
ADAMDEC1	-1.8417	7.3324	-5.4392	0.00048638	0.0086298	0.025817
TXN2	-0.5232	8.3329	-5.4391	0.00048644	0.0086298	0.025693
IL10RA	-1.4792	8.9389	-5.4353	0.00048878	0.0086535	0.020664
SNN	-0.72711	7.2776	-5.4322	0.00049064	0.0086687	0.016671
ACO2	-0.80315	7.0732	-5.4303	0.00049186	0.0086724	0.014079
MPP1	-0.86798	8.8937	-5.4272	0.00049373	0.0086876	0.010093
ST3GAL1	0.60275	7.4965	5.4223	0.00049677	0.0087234	0.0036476
GPX1	-0.79336	10.902	-5.4207	0.00049782	0.0087239	0.0014516
PCBD1	-0.92217	6.8341	-5.4172	0.00049997	0.0087439	-0.0030775
RB1CC1	0.84123	4.3785	5.4114	0.00050368	0.0087909	-0.010822
ATF3	2.9333	7.8897	5.408	0.00050585	0.0088109	-0.015323
TAF6	-0.80414	5.8334	-5.4044	0.00050811	0.0088325	-0.020001
TP53TG1	-0.49345	5.2961	-5.4023	0.00050943	0.0088346	-0.022734
RPA1	-1.4951	6.2405	-5.401	0.00051028	0.0088346	-0.024474
IFNAR1	-0.68179	5.9736	-5.3972	0.00051275	0.0088596	-0.029539
BTD	-0.42831	7.151	-5.389	0.00051808	0.0089338	-0.040377
R3HCC1	-0.5076	7.1043	-5.3841	0.00052131	0.0089715	-0.046892
KDELR1	-0.7502	8.5378	-5.38	0.00052396	0.0089991	-0.052206
TRAPPC12	-0.52835	6.5862	-5.3782	0.00052517	0.0090021	-0.054639
CD33	-1.0056	6.6615	-5.3751	0.00052721	0.009019	-0.058689
RPS25	0.55021	10.78	5.3678	0.00053216	0.0090857	-0.068488
GBF1	-0.46783	6.1366	-5.3639	0.00053477	0.0091083	-0.073631
MYO7A	-0.54974	6.62	-5.3627	0.0005356	0.0091083	-0.075244
SLC22A18	-0.5295	8.9564	-5.3585	0.00053841	0.0091381	-0.080726
LAMB2	-0.5027	6.589	-5.3523	0.00054269	0.0091926	-0.089028
AP2S1	-1.6675	8.8692	-5.3506	0.00054385	0.0091942	-0.091273
TFE3	-0.52063	6.6161	-5.3464	0.00054675	0.0092111	-0.096845
FMNL1	-0.89561	8.1025	-5.346	0.00054698	0.0092111	-0.097292
IL2RG	0.6962	8.07	5.3291	0.00055886	0.0093766	-0.11982
SULT1A1	-1.013	7.8296	-5.3289	0.00055899	0.0093766	-0.12006
CTSK	-1.3367	5.8645	-5.3265	0.00056069	0.0093869	-0.12325
MED24	-0.67999	6.1673	-5.3214	0.00056439	0.0094305	-0.13014
GFPT1	1.0265	6.7706	5.317	0.00056755	0.009434	-0.13599
CREBL2	-1.9128	6.9674	-5.317	0.00056756	0.009434	-0.13601
CEBPA	-1.3254	9.5631	-5.3165	0.00056788	0.009434	-0.1366
CD83	1.8644	10.172	5.3142	0.00056955	0.0094418	-0.13969
MKNK1	-0.95089	7.6815	-5.3123	0.00057095	0.0094418	-0.14226
DHX9	0.54816	7.4697	5.3113	0.00057163	0.0094418	-0.14352
RALY	-0.91597	7.4642	-5.3079	0.00057412	0.0094648	-0.14807
GPX3	-1.0041	7.0518	-5.3017	0.00057867	0.0095098	-0.15635
KLF9	1.4292	8.0325	5.3012	0.00057906	0.0095098	-0.15704
DDIT3	0.8489	8.1365	5.2836	0.00059217	0.0097067	-0.18053
FCGR3A	1.4004	9.5348	5.2799	0.00059501	0.0097347	-0.18555
DAPK1	-1.1536	7.1437	-5.2754	0.00059838	0.0097713	-0.19147
TNFRSF14	-0.94111	8.6228	-5.2673	0.00060464	0.0098388	-0.20238
STX3	1.0947	7.9297	5.2671	0.0006048	0.0098388	-0.20265
TXNRD2	-0.61528	5.9746	-5.2632	0.00060783	0.0098695	-0.20789
COMT	-1.2365	8.5021	-5.2586	0.00061139	0.0099086	-0.21401
TRAF3IP2	0.73293	7.8409	5.256	0.00061348	0.0099239	-0.21759
C16orf62	-0.68868	4.5396	-5.2509	0.00061746	0.0099611	-0.22438
YIPF3	-0.63183	6.1418	-5.2493	0.00061874	0.0099611	-0.22655
ROCK1	0.80438	7.7917	5.2484	0.00061943	0.0099611	-0.22771
PFN1	-0.68357	10.727	-5.2472	0.0006204	0.0099611	-0.22936
VEGFA	1.9462	7.7043	5.2441	0.00062291	0.0099827	-0.23358
CLEC2B	1.9474	8.7912	5.2367	0.00062878	0.010058	-0.24342
PTPN18	-0.97102	7.4925	-5.2345	0.00063055	0.010068	-0.24637
NCAPD2	-0.6704	4.8886	-5.2283	0.0006356	0.01008	-0.25473
DYNC1LI2	0.47782	6.1994	5.2281	0.00063579	0.01008	-0.25505
PPP2R2A	0.81391	8.4034	5.2274	0.00063637	0.01008	-0.256
MCRS1	-0.55239	7.032	-5.2269	0.00063674	0.01008	-0.2566
LTBR	-0.47217	5.2741	-5.2233	0.00063969	0.01008	-0.26146
HNRNPH1	1.7285	8.4291	5.223	0.00063993	0.01008	-0.26185
CDK17	0.94687	4.9627	5.2223	0.00064053	0.01008	-0.26283
CD48	1.1777	9.0658	5.22	0.0006424	0.01008	-0.26589
ARPP19	0.89006	6.9507	5.2197	0.00064272	0.01008	-0.26642
MORF4L2	0.8222	8.7598	5.2193	0.00064301	0.01008	-0.26688
CPD	1.2634	6.8805	5.2158	0.00064594	0.010092	-0.27165
POU2F1	-0.50735	6.2531	-5.2155	0.00064616	0.010092	-0.27201
HSPA6	1.4993	8.2031	5.2142	0.00064727	0.010092	-0.2738
BRE	-0.66519	6.1153	-5.2048	0.00065512	0.010196	-0.28645
C14orf1	-0.66569	5.3294	-5.2004	0.00065885	0.010235	-0.29241
HIPK1	1.01	8.9103	5.1926	0.00066549	0.01032	-0.30291
UBAC1	-0.90629	7.343	-5.1822	0.00067448	0.01044	-0.31698
PEX11B	-1.2272	6.3838	-5.1672	0.00068767	0.010626	-0.3373
CALCOCO1	-0.72491	7.0179	-5.1621	0.00069221	0.010677	-0.34419
LYL1	-1.0577	6.7859	-5.1595	0.00069457	0.010677	-0.34775
PAPSS1	0.7806	8.979	5.1593	0.00069472	0.010677	-0.34798
CDK14	2.2769	5.9915	5.1565	0.00069722	0.010697	-0.35175
MED13	1.4176	8.4913	5.152	0.00070132	0.01074	-0.3579
MPST	-0.68085	6.5874	-5.1471	0.00070582	0.01079	-0.3646
ABCD1	-0.69477	5.0768	-5.1346	0.00071729	0.010946	-0.38151
MT1E	2.0549	10.075	5.133	0.00071886	0.010951	-0.3838
ASAH1	-0.53733	10.195	-5.1287	0.00072283	0.010992	-0.38957
PDLIM1	1.0584	6.613	5.1211	0.00073003	0.011067	-0.39997
INPP5F	2.0701	4.6036	5.1207	0.00073038	0.011067	-0.40047
RFC5	0.53075	5.7691	5.1169	0.00073399	0.01108	-0.40564
RNPEP	-1.0591	8.7174	-5.114	0.00073676	0.01108	-0.40958
DNTTIP2	1.4808	5.1969	5.114	0.00073681	0.01108	-0.40965
MT1A	1.9631	9.6438	5.1123	0.00073836	0.01108	-0.41186
KIAA0100	-0.77886	7.3777	-5.112	0.00073868	0.01108	-0.41231
PSMB4	0.70825	9.2952	5.1111	0.00073956	0.01108	-0.41356
RIN1	-0.81807	5.2135	-5.1104	0.00074019	0.01108	-0.41446
LIPT1	-0.80025	2.7193	-5.1073	0.00074321	0.011092	-0.41872
ARFGAP3	1.7553	5.1329	5.1057	0.00074476	0.011092	-0.4209
XPA	-0.40229	5.4201	-5.1056	0.00074485	0.011092	-0.42104
TUBB	-0.87211	9.3976	-5.1028	0.00074759	0.011113	-0.42489
ITGB1	0.4777	7.474	5.1007	0.00074963	0.011125	-0.42775
HNRNPUL1	-0.53152	8.6316	-5.0987	0.0007516	0.011135	-0.43049
PFDN4	0.63457	6.794	5.0963	0.00075396	0.01115	-0.43379
WAS	-0.67982	9.6455	-5.0852	0.00076494	0.011293	-0.44894
GM2A	-1.8653	8.3838	-5.0838	0.00076631	0.011294	-0.45081
SLC2A5	0.56694	5.1694	5.0806	0.00076952	0.011322	-0.4552
ITGB5	-1.6831	7.3374	-5.0786	0.00077158	0.011333	-0.458
TBL1X	-0.68284	6.2035	-5.0761	0.00077411	0.011341	-0.46143
VPS11	-0.37687	7.2377	-5.0754	0.00077474	0.011341	-0.46229
GCDH	-0.42445	5.7682	-5.0731	0.0007771	0.011356	-0.46547
PI3	1.7314	6.6845	5.0698	0.00078045	0.011386	-0.46999
STK25	-0.82461	6.812	-5.0668	0.00078348	0.011411	-0.47404
FLAD1	-0.41793	6.1312	-5.0618	0.00078869	0.011467	-0.48099
NEDD8	-0.68594	8.4074	-5.0593	0.00079123	0.011485	-0.48436
FARSA	-0.55446	6.9185	-5.0544	0.00079632	0.011539	-0.49109
ID1	0.70441	6.5478	5.0527	0.00079811	0.011546	-0.49344
ZNF32	-0.55405	4.6158	-5.0509	0.00079994	0.011553	-0.49584
MBD3	-0.68983	8.2603	-5.0495	0.00080141	0.011555	-0.49776
AKAP13	0.80826	6.977	5.0434	0.00080792	0.011629	-0.50625
PIK3CD	-0.53448	6.2462	-5.0416	0.00080981	0.011637	-0.50869
LZTR1	-0.51622	6.0673	-5.0352	0.00081656	0.011714	-0.5174
CASP4	0.79458	8.1398	5.0311	0.00082104	0.011759	-0.52314
LRRFIP1	0.84323	9.3718	5.0253	0.00082724	0.011828	-0.53102
SFPQ	1.1019	8.0114	5.0213	0.00083163	0.011856	-0.53658
CLN5	-0.87398	5.1486	-5.0201	0.00083294	0.011856	-0.53821
COPS7A	-1.0269	6.6331	-5.019	0.00083418	0.011856	-0.53978
NUMA1	-0.60193	7.9248	-5.0186	0.00083465	0.011856	-0.54037
TCEB1	1.0581	10.133	5.0144	0.00083927	0.011894	-0.54615
POLR2L	-0.84908	8.8573	-5.0128	0.00084098	0.011894	-0.54829
RRAGD	0.6543	8.4641	5.0112	0.00084277	0.011894	-0.55052
HADH	-0.93459	5.1933	-5.0111	0.00084289	0.011894	-0.55067
GATA6	0.40736	3.9226	4.9994	0.00085594	0.012059	-0.56677
NOC2L	-0.48699	5.6633	-4.9947	0.0008613	0.012114	-0.57332
CCNT2	0.49396	5.2649	4.9925	0.00086372	0.012119	-0.57625
TP53I3	-0.66711	5.6543	-4.9919	0.00086441	0.012119	-0.57709
MTMR11	1.1958	6.1446	4.9884	0.00086839	0.012155	-0.58191
PDCD10	0.73332	8.2447	4.9792	0.00087898	0.012283	-0.59462
CACTIN	-0.49883	5.8933	-4.9713	0.00088823	0.012392	-0.60559
RCBTB2	-1.6922	7.4763	-4.9697	0.00089007	0.012398	-0.60776
ZNF629	-0.45201	5.4935	-4.9672	0.0008931	0.01242	-0.61132
EIF2B5	-0.52286	5.2851	-4.9557	0.00090674	0.012589	-0.62721
ZC3H3	-0.59226	6.8957	-4.9509	0.00091247	0.012645	-0.63382
RAB21	1.2552	7.576	4.95	0.00091367	0.012645	-0.63519
ABL1	-1.1334	6.5896	-4.9442	0.00092064	0.012721	-0.64315
TCIRG1	-0.5953	8.4592	-4.9392	0.00092675	0.012769	-0.65009
TSPAN2	0.58316	4.6483	4.939	0.00092708	0.012769	-0.65046
EIF4G2	0.46643	11.619	4.9354	0.00093144	0.012808	-0.65538
ALDH3B1	-1.0955	6.6331	-4.9319	0.00093583	0.012822	-0.66031
AZU1	-0.64657	7.2011	-4.9306	0.0009374	0.012822	-0.66206
CASP3	0.95264	6.3914	4.9306	0.00093742	0.012822	-0.66209
PHKB	-1.6646	6.142	-4.9289	0.00093952	0.012822	-0.66444
GTF2F1	-0.61921	7.6925	-4.9286	0.00093996	0.012822	-0.66493
CDK2AP2	-0.87803	8.4154	-4.9274	0.00094135	0.012822	-0.66648
ARHGAP1	-0.5796	7.9043	-4.9223	0.00094783	0.01289	-0.67366
LMNB2	-0.53317	7.5998	-4.9193	0.00095159	0.012921	-0.67781
CD2	1.35	6.8852	4.9176	0.00095376	0.01293	-0.6802
UQCRC1	-0.99383	8.5567	-4.9163	0.00095542	0.012932	-0.68202
MYOF	3.1942	9.4215	4.9131	0.00095948	0.012966	-0.68646
TDRD3	-0.84507	5.2979	-4.9111	0.00096195	0.01298	-0.68916
PAFAH1B2	0.54135	5.8679	4.9053	0.00096945	0.01306	-0.6973
CDK16	-0.55338	6.2951	-4.9036	0.00097164	0.013069	-0.69966
ACO1	-0.80653	5.9852	-4.9024	0.00097317	0.01307	-0.70131
CPNE1	-0.68191	8.1677	-4.9	0.0009763	0.013091	-0.70468
KIF5B	0.98091	5.3448	4.8951	0.00098271	0.013157	-0.71153
AIF1	-0.88828	9.2893	-4.8845	0.00099664	0.013323	-0.72629
SLC1A4	1.1493	7.4249	4.8808	0.0010016	0.013368	-0.7315
HIP1	-0.80891	4.7938	-4.8757	0.0010085	0.013403	-0.73868
PYGB	-0.54383	7.3618	-4.8755	0.0010087	0.013403	-0.73885
CSNK1A1	0.58096	6.2339	4.8754	0.0010089	0.013403	-0.73907
CTNNBIP1	-0.48785	6.3077	-4.8722	0.0010132	0.013439	-0.74352
DDIT4	1.9036	6.1565	4.868	0.0010188	0.013491	-0.74937
COMMD4	-0.6534	8.3344	-4.867	0.0010203	0.013491	-0.75084
PELP1	-0.54912	4.815	-4.8646	0.0010236	0.013491	-0.75421
RHOQ	-0.7667	8.3918	-4.8641	0.0010242	0.013491	-0.75486
SF3B4	-0.7164	7.6056	-4.8636	0.0010249	0.013491	-0.75554
CSNK1G2	-1.0135	6.2615	-4.8573	0.0010336	0.013585	-0.76444
PHLPP1	0.45661	6.5221	4.8533	0.001039	0.013635	-0.76993
TAF7	0.60465	8.1929	4.8438	0.0010524	0.013764	-0.78333
MPV17	-1.112	7.8063	-4.8432	0.0010532	0.013764	-0.78411
TNFSF14	2.9452	8.0615	4.8408	0.0010567	0.013764	-0.78756
UCP2	-1.8775	9.2227	-4.8403	0.0010573	0.013764	-0.78818
RPL31	0.50285	11.637	4.8394	0.0010586	0.013764	-0.78947
PARVB	-0.68113	7.0393	-4.8392	0.0010588	0.013764	-0.7897
BCKDHA	-0.72526	7.2131	-4.837	0.001062	0.013764	-0.79288
GABARAPL1	1.627	8.4477	4.8363	0.001063	0.013764	-0.79383
ABCC1	-0.5816	5.4329	-4.8362	0.0010632	0.013764	-0.79402
SLC25A6	-0.4479	9.2878	-4.8321	0.0010691	0.013766	-0.79978
RNASE1	-1.4365	6.6838	-4.8317	0.0010695	0.013766	-0.80023
PLTP	-2.3126	8.3581	-4.8316	0.0010697	0.013766	-0.80046
EEF1E1	0.61001	4.7396	4.8306	0.0010711	0.013766	-0.80182
JOSD1	0.96018	8.1604	4.8296	0.0010726	0.013766	-0.8033
BNIP3L	0.45881	10.286	4.8294	0.0010729	0.013766	-0.80356
SMARCC2	-0.4976	6.2171	-4.8277	0.0010753	0.013776	-0.80588
NAIP	-0.58489	5.3049	-4.8255	0.0010785	0.013797	-0.80904
NOTCH3	-0.98629	6.2156	-4.8235	0.0010813	0.013812	-0.81175
CPQ	-0.94762	6.7229	-4.8207	0.0010854	0.013844	-0.8157
KLHDC3	-1.3278	7.6343	-4.8175	0.0010901	0.013883	-0.82024
ABCF3	-0.44959	7.8006	-4.8121	0.0010981	0.013965	-0.82789
RPS19	0.53257	11.239	4.8013	0.0011142	0.014148	-0.84311
PATZ1	-0.49282	5.7246	-4.8001	0.001116	0.01415	-0.84481
CD80	0.6282	4.771	4.7961	0.001122	0.01419	-0.85042
RIT1	1.3871	9.0255	4.7958	0.0011224	0.01419	-0.85083
HFE	-1.6012	4.1801	-4.7927	0.0011271	0.014229	-0.85522
NFIL3	1.1231	7.449	4.7847	0.0011394	0.014362	-0.86651
HSPA8	1.1829	5.6747	4.7811	0.0011448	0.014409	-0.87151
ATP1B3	0.70175	9.8301	4.7785	0.001149	0.014441	-0.8753
ABHD14A	-0.61199	6.8157	-4.7754	0.0011537	0.014449	-0.87965
HPCAL1	-0.76547	10.576	-4.7754	0.0011538	0.014449	-0.87968
PARP4	-0.819	6.7485	-4.7748	0.0011547	0.014449	-0.88049
SH3BP1	-0.55672	7.5713	-4.7708	0.0011609	0.014507	-0.88616
PFKL	-0.81638	7.8205	-4.7667	0.0011673	0.014565	-0.89193
FHL1	0.67991	3.4656	4.7656	0.0011691	0.014566	-0.89347
CENPB	-0.68915	8.1466	-4.7588	0.0011799	0.01468	-0.90313
MPHOSPH6	0.85733	7.1622	4.7577	0.0011817	0.01468	-0.90469
GALNT3	0.60029	3.9123	4.7554	0.0011852	0.014703	-0.90785
GATAD1	-0.52902	5.7014	-4.7531	0.001189	0.01473	-0.91122
TOX4	0.65923	6.6431	4.7406	0.0012092	0.014945	-0.92885
NDUFV1	-1.1752	7.6122	-4.7402	0.0012099	0.014945	-0.92942
INPP5D	-1.0748	7.3896	-4.7387	0.0012124	0.014954	-0.93159
RPS6KA4	-0.52805	7.1894	-4.7367	0.0012157	0.014957	-0.93447
SBF1	-0.47513	7.1015	-4.7355	0.0012177	0.014957	-0.93615
IFNAR2	-0.64316	6.4662	-4.7354	0.0012178	0.014957	-0.93625
RUFY3	0.3373	4.6504	4.7281	0.00123	0.015085	-0.94668
CD3D	1.3763	5.083	4.7205	0.0012427	0.015219	-0.95742
APOBEC3B	1.2139	6.4675	4.7172	0.0012482	0.015265	-0.96209
DPYSL3	1.8989	5.6877	4.7133	0.0012549	0.015326	-0.96771
TLR5	-1.9734	5.3416	-4.7112	0.0012584	0.015333	-0.97059
PPARD	-0.45904	6.5213	-4.7101	0.0012603	0.015333	-0.97219
TMC6	-0.93187	7.24	-4.7098	0.0012608	0.015333	-0.97263
ZFPL1	-0.67896	6.6135	-4.7074	0.0012649	0.015361	-0.97602
TXNRD1	1.4326	10.666	4.7051	0.001269	0.015388	-0.97935
