ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1903311	regulation of mRNA metabolic process	77/2551	324/18670	5.527e-07	1.368e-05	8.338e-06	SUPT6H/SUPT5H/RBM42/SRSF7/PAPOLA/RBM3/AKT1/KHSRP/APEX1/DHX9/ROCK1/PSMB4/ZC3H3/SF3B4/HSPA8/ZFP36L2/PSME3/YTHDF3/TRA2B/VIM/SNRNP70/HSF1/CNOT1/PSMB3/JMJD6/PSMD3/YTHDC1/RNF40/PARN/PSMB9/PSMD11/PSMA1/FTO/UPF1/CPSF4/TOB1/MTOR/PRPF19/UBC/PSME1/HNRNPD/SRSF10/MAPK14/PRKCD/TRA2A/SREK1/SNRPA/SNW1/HNRNPA1/NBAS/TNPO1/PSMD14/KHDRBS3/CELF2/SRSF8/RPS27A/FAM172A/PSMC6/EXOSC2/PSMA3/SAP18/RBM10/PSMC1/ANP32A/NPM1/PSMB1/PSMA4/YWHAB/PSMC4/SRPK1/ROCK2/CCNB1/PAF1/RBM25/PSMD13/HNRNPK/PSMD8	77
BP	GO:0072678	T cell migration	25/2551	65/18670	5.556e-07	1.369e-05	8.348e-06	ITGB7/CD99/TNFRSF14/PIK3CD/AIF1/TNFSF14/GPR183/OXSR1/ADAM8/ECM1/CCL20/SLC12A2/ADAM10/RHOA/CCR6/CD200/FADD/CCL2/CXCL13/XCL1/CXCL12/AIRE/CCL3/IL27RA/ADAM17	25
BP	GO:0044262	cellular carbohydrate metabolic process	70/2551	286/18670	5.636e-07	1.378e-05	8.403e-06	FBP1/P2RY6/GAA/IGF1/PFKFB3/DDB1/PHLDA2/GK/IDH2/AOAH/PYGL/HK2/PGAM1/HRH1/TP53/SORD/AKT1/RB1CC1/ARPP19/PHKB/MYOF/PYGB/DDIT4/EXT1/PMAIP1/ADIPOQ/EPM2AIP1/PER2/INPP5E/IMPA2/CRY1/FAM3A/IMPA1/CLK2/PLEK/GALK1/IGFBP4/PPP1R2/GSK3A/IRS1/MTOR/SLC5A3/OCRL/GCGR/AKR1B1/PTAFR/PFKFB2/PHKG2/BAD/INPP1/IDH1/PPIP5K2/GCG/TPI1/KAT2A/FOXK2/PHKA2/KAT2B/FOXA2/AKT2/ENPP1/PDK2/PPP1CB/DGKQ/GPD2/RORA/PPARA/SYNJ2/B3GNT3/HAS1	70
BP	GO:0046578	regulation of Ras protein signal transduction	61/2551	238/18670	5.636e-07	1.378e-05	8.403e-06	FBP1/EPHB2/IGF1/DENND4B/ARHGDIA/VAV1/ARHGEF6/MYO9B/SHOC2/ABL2/ABR/TIMP2/SPRY2/P2RY10/ARF6/ARHGEF11/GBF1/ITGB1/AKAP13/LZTR1/ABL1/NET1/NOTCH2/PSD3/RGL2/RAPGEF1/HRAS/SGSM3/KRAS/ITSN1/SOS1/ARHGAP35/MAPKAP1/ARHGEF18/GRB2/GPR18/SSX2IP/ARFGEF1/RASGRF1/MCF2L2/RDX/MAP4K4/ROBO1/MCF2L/SPRY1/CYTH1/TGFB2/DNM2/ITSN2/ARHGEF2/MADD/NF1/ARHGDIB/SCAI/MET/RAC1/CSF1/RASGRP1/KIF14/FARP1/F2R	61
BP	GO:0006888	ER to Golgi vesicle-mediated transport	56/2551	212/18670	5.705e-07	1.39e-05	8.473e-06	SERPINA1/ERGIC3/ANKRD28/CD55/TMED5/TMED2/RAB1A/CAPZB/MCFD2/TRAPPC6A/RNF139/CTSC/KDELR1/TRAPPC12/GBF1/DYNC1LI2/ARFGAP3/MPPE1/COG2/COG4/SEC24C/VAPA/COPE/AREG/TEX261/DCTN3/GAS6/SEC22B/ARCN1/TRAPPC3/PROS1/COG5/SAR1A/VTI1B/CAPZA1/ARFGAP2/GOSR2/GORASP1/COPA/PDCD6/CTSZ/SEC24B/DYNC1H1/F5/TMED1/SEC16A/SEC24A/GOLGA2/SCFD1/SPTAN1/SPTA1/BCAP31/ARF4/NAPA/RAB33A/COPB1	56
BP	GO:0006401	RNA catabolic process	90/2551	397/18670	5.922e-07	1.437e-05	8.76e-06	RNASE6/RPS15A/ATM/OAS2/RPL24/RNASE2/PAN2/CNOT3/LSM2/RPL9/AKT1/PPP2R1A/KHSRP/APEX1/RPS25/DHX9/ROCK1/PPP2R2A/PSMB4/RPL31/RPS19/HSPA8/RPL7/ZFP36L2/PSME3/YTHDF3/SND1/EDC4/VIM/LSM6/CNOT1/PSMB3/EIF4A3/PSMD3/RNH1/PARN/RPS21/PSMB9/PSMD11/PSMA1/FTO/SKIV2L/ISG20/UPF1/TOB1/MTOR/UBC/PSME1/HNRNPD/RPL6/RPS29/MAPK14/PRKCD/RPL34/NBAS/TNPO1/PSMD14/HBS1L/HSPA1B/RPS27A/SMG5/RPL13/PSMC6/EXOSC2/PSMA3/RPS15/RBM10/PSMC1/ANP32A/ZPR1/RPS7/NPM1/PSMB1/RPS16/RPL22/POP1/PRPF18/PSMA4/RPL37/RPL38/YWHAB/LSM4/PSMC4/RPL11/ROCK2/RPS4Y1/RPL14/PSMD13/GSPT1/PSMD8	90
BP	GO:0010498	proteasomal protein catabolic process	104/2551	477/18670	5.963e-07	1.442e-05	8.788e-06	HSPA13/DDB1/MTA1/UBE2J1/ARRB2/TMEM259/BAG6/RNF139/UBE2D3/OS9/PINK1/AKT1/ANAPC15/CUL4B/WWP1/GPX1/CEBPA/DDIT3/PSMB4/TBL1X/CSNK1A1/HFE/PSME3/CAV1/SIAH2/ITCH/PTTG1/PMAIP1/RNF103/PSMB3/PSMD3/HSP90AB1/USP5/PML/RNF187/RNF40/ENC1/ANAPC5/PSMB9/PSMD11/MAD2L1/RNF41/PSMA1/RYBP/LAMP3/ARAF/RNF144A/CLEC16A/CLU/WWP2/SUMO1/IFI27/GSK3A/PRPF19/UBC/PSME1/UBE2H/CUL4A/RNF126/UBE2G2/TRIB2/ATXN3/CDK2/TRIM3/CDC16/PSMD14/RBCK1/UBE4B/GNA12/CTNNB1/HSPA1B/RNF19B/RPS27A/RAD23B/PSMC6/RNF216/PSMA3/CUL1/RMND5A/PSMC1/EDEM1/UBXN1/GABARAPL2/NEDD4L/GLMN/BAG2/PSMB1/RAD23A/CUL2/GIPC1/PSMA4/ARNTL/BCAP31/PSMC4/RPL11/ALAD/KAT5/NFE2L2/CCNB1/CDK1/KIF14/PSMD13/TRIM9/PSMD8	104
BP	GO:0070498	interleukin-1-mediated signaling pathway	33/2551	100/18670	6.174e-07	1.487e-05	9.063e-06	MAPK3/IL1R2/PSMB4/RPS6KA4/PSME3/IL1RAP/IL1RN/PSMB3/PSMD3/PSMB9/PSMD11/PSMA1/IKBKB/UBC/PSME1/IL1R1/OTUD4/MAP3K8/PSMD14/CHUK/VRK2/IRAK1/RPS27A/PSMC6/PSMA3/CUL1/PSMC1/PSMB1/TRAF6/PSMA4/PSMC4/PSMD13/PSMD8	33
BP	GO:0001890	placenta development	44/2551	152/18670	6.232e-07	1.491e-05	9.09e-06	SPP1/TRIM28/PHLDA2/BSG/ADAM19/TMED2/HES1/RBPJ/MAPK3/PPARG/AKT1/CEBPA/PPARD/ADM/ARNT/RXRA/SPINT2/HSF1/HSP90AB1/MED1/PTK2/ADA/PTGS2/CEBPB/RTCB/PDGFB/MAPK14/GRB2/ASCL2/CSF2/MAP2K1/BMP5/NSDHL/ARID1A/MEN1/MAP3K4/MME/FZD5/CUL7/ITGB8/VASH1/HTRA1/PTN/CYP27B1	44
BP	GO:0043112	receptor metabolic process	52/2551	192/18670	6.239e-07	1.491e-05	9.09e-06	EZR/ARAP1/HDAC6/RAB11B/ARRB2/CD63/AP2B1/MKLN1/PPARG/AP2S1/VEGFA/INPP5F/ITGB1/ADM/CAV1/IFNG/HTR2B/LRP1/USP46/ITCH/ADIPOQ/ARC/CLTA/HDAC1/SYK/LRPAP1/GTF2H2/FNTA/SNX1/VLDLR/TBC1D5/LGMN/SCAP/ITGB2/SCRIB/GRB2/CALCRL/CNPY2/CAPN1/AP2M1/SH3GLB1/CXCL8/DNM2/SEC24A/DLG4/AP2A2/CEACAM1/DNM1/CD36/PPARA/TRAT1/HNRNPK	52
BP	GO:0007596	blood coagulation	79/2551	336/18670	6.265e-07	1.492e-05	9.093e-06	SERPINA1/MAFF/VAV1/F13A1/DGKZ/CAPZB/ARRB2/SERPING1/ILK/MAPK3/ITPR2/FYN/WAS/GATA6/CLIC1/CAV1/FAP/HDAC1/APOH/THBS1/SYK/PLEK/TLN1/CDC42/CPB2/HMG20B/RCOR1/RAB27A/P2RX1/GNAS/PAPSS2/GAS6/F3/JMJD1C/PRKCQ/RAP2B/PDGFB/PROCR/SH2B1/SRF/IFNA2/IRF1/PLAUR/PRKCD/ITPR3/AXL/PDGFA/PROS1/CBX5/CAPZA1/GNA12/VPS45/ANXA5/PRKACB/DGKD/FGG/FOXA2/F5/LCK/MYH9/MERTK/SLC7A11/CEACAM1/CD36/DGKQ/PRKAR2B/PIK3CB/PRKAR2A/FZD6/DOCK9/PRKCH/LCP2/NFE2L2/KLKB1/RAC1/CYP4F2/F2R/KDM1A/AKAP10	79
BP	GO:0002576	platelet degranulation	39/2551	128/18670	6.402e-07	1.513e-05	9.221e-06	IGF1/SERPINA1/F13A1/STXBP2/VEGFB/CD63/SERPING1/VEGFA/FN1/APOH/ECM1/THBS1/SYK/PECAM1/PLEK/TLN1/PPBP/CLU/MAGED2/P2RX1/GAS6/LHFPL2/PDGFB/HGF/CYB5R1/PDGFA/PROS1/VTI1B/CFD/PSAP/ANXA5/FGG/TGFB2/F5/ACTN4/CD36/TAGLN2/TMSB4X/PHACTR2	39
BP	GO:0032606	type I interferon production	39/2551	128/18670	6.402e-07	1.513e-05	9.221e-06	RIOK3/CREBBP/PIN1/DDX3X/DHX9/LRRFIP1/POLR2L/CACTIN/CD14/TNFAIP3/REL/ITCH/STAT6/SYK/PRKDC/NFKB2/ZBTB20/MMP12/POLR2E/IRF1/TAX1BP1/CHUK/IRF3/RELB/YY1/CTNNB1/IRAK1/STAT1/XRCC5/XRCC6/RNF216/IKBKE/DTX4/UBE2L6/PTPN22/SIRPA/HSPD1/POLR3C/TRIM32	39
BP	GO:0050708	regulation of protein secretion	103/2551	472/18670	6.463e-07	1.521e-05	9.274e-06	ERP29/IGF1/EZR/ANXA1/CSF1R/IDH2/MIF/MAPK3/ITPR2/ARF6/TRIM27/IL1R2/RHBDD3/CD33/DHX9/TNFRSF14/HADH/ABL1/TCIRG1/CD2/CDK16/KIF5B/AIF1/SLC25A6/PFKL/TLR5/PPARD/GBP1/CD14/TNFAIP3/IFNG/HTR2B/C5/FN1/LRP1/CCR7/IL1RAP/PPP1R11/TNFRSF21/NLRP3/PER2/PML/ADAM8/CRTAM/SYK/RSAD2/XBP1/HMGN3/GAS6/BMP6/IRS1/LPL/FGR/MMP12/MAPK14/IFNA2/UNC13B/ITPR3/PFKFB2/ENSA/BAD/CHUK/IRF3/SREBF1/MAP4K4/GCG/ANXA5/FCN1/AIM2/ARL2/CD22/FGG/TGFB2/NADK/CD200/FOXA2/LGALS9/CRP/PTPN22/SEC24A/GLMN/EXPH5/TRAF6/FZD5/GJA5/KCNN4/ARNTL/TRH/SYT11/HYAL2/ABCG1/IL1RL1/CCL3/IL27RA/TLR1/RAC1/RASGRP1/TMSB4X/NLRP1/F2R/RBP4/SLC2A2/ANKRD1	103
BP	GO:0002688	regulation of leukocyte chemotaxis	36/2551	114/18670	6.548e-07	1.536e-05	9.362e-06	CMKLR1/GPSM3/VEGFB/MIF/MAPK3/MPP1/VEGFA/AIF1/TNFSF14/C5/CCL7/CCR7/OXSR1/THBS1/ADAM10/LGMN/GAS6/SWAP70/FPR2/NCKAP1L/MAPK14/PLA2G7/GPR18/BST1/CCR6/CXCL8/LGALS9/CCL2/CXCL13/XCL1/CXCL12/CCL3/PTN/RAC1/CSF1/ADAM17	36
BP	GO:0070661	leukocyte proliferation	72/2551	298/18670	6.603e-07	1.543e-05	9.405e-06	CD4/IGF1/GSTP1/ANXA1/CSF1R/ATM/HLA-DMB/CD55/BTK/HES1/CDKN1A/MIF/PRNP/TP53/TYROBP/FYN/HHEX/PKN1/TNFRSF14/ABL1/TCIRG1/CASP3/AIF1/TNFSF14/CD80/INPP5D/TNFAIP3/GPR183/DOCK2/SASH3/IMPDH1/TNFRSF21/ACE/IL15/SYK/ADA/MALT1/NCSTN/CLU/PNP/SOS1/CEBPB/PRKCQ/SOX11/NCKAP1L/IL12RB1/IFNA2/IRF1/PRKCD/GPNMB/TNFSF11/BST1/CTNNB1/TNFSF8/MNDA/CD22/CD28/CORO1A/BST2/FADD/LGALS9/PTPN22/GLMN/SPTA1/TRAF6/HSPD1/CD300A/IDO1/XCL1/GAL/ZBTB7B/CSF1	72
BP	GO:0002690	positive regulation of leukocyte chemotaxis	30/2551	87/18670	6.868e-07	1.599e-05	9.747e-06	CMKLR1/GPSM3/VEGFB/MAPK3/VEGFA/AIF1/TNFSF14/CCL7/CCR7/OXSR1/THBS1/ADAM10/LGMN/GAS6/SWAP70/FPR2/NCKAP1L/MAPK14/PLA2G7/CCR6/CXCL8/LGALS9/CXCL13/XCL1/CXCL12/CCL3/PTN/RAC1/CSF1/ADAM17	30
BP	GO:0044839	cell cycle G2/M phase transition	66/2551	266/18670	6.992e-07	1.621e-05	9.885e-06	SYF2/ATM/CDKN1A/TP53/PPP2R1A/PHLDA1/PPP2R2A/ARPP19/CDK14/PSMB4/TUBB/FHL1/HAUS7/PSME3/WEE1/PSMB3/PSMD3/PSMB9/PSMD11/PSMA1/CDK7/DCTN3/PKIA/PSME1/HSP90AA1/CDK2/RAD17/CDK4/ENSA/CCND1/PSMD14/NINL/CHEK1/CCNH/BLM/RAD21/DYRK3/PSMC6/PSMA3/CUL1/DYNC1H1/PSMC1/DNM2/NPM1/PPP1CB/PCNT/PSMB1/CCNA2/PRKAR2B/PSMA4/CLASP1/CDC25B/PSMC4/AKAP8/PPM1D/CCNB1/CDK1/ORC1/CKAP5/TAOK3/KIF14/PPP1R12A/PSMD13/CENPF/CDC6/PSMD8	66
BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	32/2551	96/18670	7.055e-07	1.63e-05	9.938e-06	NCF4/FLT1/VAV1/VEGFB/FYN/HHEX/ROCK1/VEGFA/MYOF/CYFIP1/ARNT/ELMO1/PTK2/HGS/CDC42/PRKD2/NRP2/RHOA/HSP90AA1/NCKAP1L/MAPK14/AXL/FGF9/CYFIP2/GRB10/PDCD6/PIK3R2/PRKD1/PIK3CB/ROCK2/RAC1/SHC2	32
BP	GO:0051188	cofactor biosynthetic process	77/2551	326/18670	7.152e-07	1.641e-05	1e-05	FBP1/IGF1/LDHA/PFKFB3/TECR/NUP50/IDH2/UROS/CYP1A1/HK2/PGAM1/ENO2/SLC25A1/SCD/TP53/FASN/FYN/HSD17B8/PFKP/PCBD1/GCDH/FLAD1/DDIT4/PFKL/MAT2A/IFNG/ARNT/FPGS/NAMPT/GART/EIF6/PTGS2/GSTZ1/MGST2/PPOX/GALK1/HAGH/ENO1/KYNU/ZNF205/CTNS/ATIC/QDPR/ZBTB20/CBR4/ELOVL2/PFKM/MTHFD1/PFKFB2/PGK1/PRKAA1/RAE1/TPI1/FOXK2/MOCS3/NADK/TPR/PPT1/PDK2/PTS/NMNAT2/PDHB/GCH1/SLC7A11/DHFR/SPTA1/GCLM/ELOVL5/PRKAG1/AKR1A1/IDO1/ALAD/PPARA/NFE2L2/HAAO/COQ9/UROD	77
BP	GO:0031098	stress-activated protein kinase signaling cascade	75/2551	315/18670	7.154e-07	1.641e-05	1e-05	GSTP1/EZR/ARHGEF6/ADORA2B/MAPK3/MINK1/PINK1/MAP3K11/AKT1/PKN1/DUSP10/RB1CC1/VEGFA/LTBR/STK25/PDCD10/PHLPP1/RAP2A/SPAG9/MAP4K5/GADD45A/MAP2K2/ITCH/CCR7/IL1RN/MAP3K14/OXSR1/RAPGEF1/NBR1/HRAS/SYK/SLAMF1/MAP4K2/IKBKB/FAS/DUSP3/UBC/RHOA/AKR1B1/HGF/FZD7/MAPK14/GADD45B/TNFSF11/MFHAS1/MAP3K8/CHUK/MAP4K4/IRAK1/MAP2K1/RPS27A/GPS2/CCDC88C/MAPK8IP3/CD27/CUL1/TGFB2/MEN1/LGALS9/PTPN22/DVL3/MAP3K4/SIRPA/TRAF6/FZD5/MAP2K3/MAP3K9/EPHA4/MAPK10/NEK4/TNFRSF11A/MAP4K1/RASGRP1/TAOK3/MAPK13	75
BP	GO:0006901	vesicle coating	26/2551	70/18670	7.35e-07	1.68e-05	1.024e-05	SERPINA1/ANKRD28/TMED2/RAB1A/MCFD2/TRAPPC6A/CTSC/GBF1/ARFGAP3/SEC24C/AREG/SEC22B/TRAPPC3/SAR1A/ARFGAP2/GOSR2/GORASP1/PDCD6/CTSZ/SEC24B/F5/SEC16A/SEC24A/GOLGA2/SCFD1/NAPA	26
BP	GO:0009161	ribonucleoside monophosphate metabolic process	82/2551	354/18670	7.404e-07	1.686e-05	1.028e-05	FBP1/IGF1/LDHA/PFKFB3/NUP50/NUDT3/HK2/PGAM1/ENO2/UPP1/TP53/CYC1/PINK1/PFKP/MPP1/ABCD1/UQCRC1/DDIT4/HSPA8/PFKL/NDUFV1/PFAS/IFNG/ARNT/NDUFAF1/NDUFS2/IMPDH1/ATP6V1A/GART/EIF6/SPHK2/PPIF/ADA/APRT/GALK1/ENO1/NDUFB1/SURF1/ADK/NDUFA2/CTNS/ATIC/NDUFS7/RHOA/ZBTB20/ATP6V1B2/PFKM/PFKFB2/ATP7A/CAD/BAD/COX5A/PARP1/CYCS/HSPA1B/PGK1/UQCR11/PRKAA1/RAE1/COX7A2/TPI1/FOXK2/NADK/ADCYAP1/TPR/ENPP1/SDHC/PARG/SLC25A13/PRKAG1/MSH2/ISCU/PPARA/NDUFC1/CCNB1/CDK1/COQ9/NDUFS3/LDHC/TMSB4X/UCKL1/NT5C2	82
BP	GO:0001101	response to acid chemical	80/2551	343/18670	7.522e-07	1.702e-05	1.037e-05	P2RY6/GSTP1/ATM/FOLR2/ABL2/MGMT/ASNS/DNMT1/PHB2/SIPA1/CREB1/CAT/PPARG/SCD/ATP2B4/PINK1/FYN/AKT1/CFL1/VEGFA/RRAGD/CASP3/RXRA/ADNP2/CCR7/EEF2/HSF1/ADIPOQ/COL4A1/PTGS2/CAPN2/CLK2/KLF4/MYB/YES1/XBP1/CEBPB/BMP6/IRS1/MTOR/LPL/PCNA/HNRNPD/RHOA/PDGFB/AKR1B1/FZD7/PTAFR/PEMT/ATP7A/CDK4/SNW1/SETX/BAD/CHUK/SREBF1/YY1/PRKAA1/XRCC5/ID3/AIFM1/RXRB/CTSH/ASXL1/TGFBR3/DHFR/CD36/GCLM/PTN/AKAP8/ALAD/MAPK10/PTGES/PTGER2/CCNB1/HMGCL/RRAGA/MTHFR/GLRA3/RBP4	80
BP	GO:0001736	establishment of planar polarity	38/2551	124/18670	7.553e-07	1.702e-05	1.037e-05	ARRB2/AP2B1/CELSR1/AP2S1/PFN1/PSMB4/ABL1/FZD2/PSME3/PSMB3/PSMD3/PSMB9/PSMD11/PSMA1/CDC42/PSME1/RHOA/FZD7/TP63/GPC4/PSMD14/DAAM1/AP2M1/PSMC6/PSMA3/SEC24B/PSMC1/DVL3/AP2A2/PSMB1/FZD5/PSMA4/RYK/FZD6/PSMC4/RAC1/PSMD13/PSMD8	38
BP	GO:0007164	establishment of tissue polarity	38/2551	124/18670	7.553e-07	1.702e-05	1.037e-05	ARRB2/AP2B1/CELSR1/AP2S1/PFN1/PSMB4/ABL1/FZD2/PSME3/PSMB3/PSMD3/PSMB9/PSMD11/PSMA1/CDC42/PSME1/RHOA/FZD7/TP63/GPC4/PSMD14/DAAM1/AP2M1/PSMC6/PSMA3/SEC24B/PSMC1/DVL3/AP2A2/PSMB1/FZD5/PSMA4/RYK/FZD6/PSMC4/RAC1/PSMD13/PSMD8	38
BP	GO:0048145	regulation of fibroblast proliferation	29/2551	83/18670	7.664e-07	1.708e-05	1.041e-05	IGF1/GSTP1/JUN/CDKN1A/MIF/CREB1/PPARG/TP53/DHX9/FN1/PML/PRKDC/MYB/GAS6/PDGFB/EREG/CDK4/PDGFA/FOSL2/CTNNB1/LIG4/MORC3/FTH1/CD300A/CCNA2/NF1/CCNB1/TRIM32/CDC6	29
BP	GO:0060218	hematopoietic stem cell differentiation	29/2551	83/18670	7.664e-07	1.708e-05	1.041e-05	TP53/PSMB4/ABL1/PSME3/ITCH/LDB1/PSMB3/PSMD3/ACE/PSMB9/PSMD11/PSMA1/MYB/PSME1/HSPA9/SRF/BATF/LMO2/PSMD14/XRCC5/PSMC6/PSMA3/PSMC1/PSMB1/PSMA4/PSMC4/NFE2L2/PSMD13/PSMD8	29
BP	GO:2000106	regulation of leukocyte apoptotic process	29/2551	83/18670	7.664e-07	1.708e-05	1.041e-05	ANXA1/HCLS1/BTK/NR4A3/TSC22D3/MIF/RAPGEF2/TP53/PIK3CD/NOC2L/CCR7/ADAM8/ADA/PIP/GAS6/CD3G/CCR5/PRKCQ/AXL/CD27/CDKN2A/FADD/LGALS9/MERTK/SLC7A11/PIK3CB/IDO1/CXCL12/ADAM17	29
BP	GO:0009299	mRNA transcription	14/2551	25/18670	7.716e-07	1.711e-05	1.043e-05	SUPT6H/ATF4/TP53/DDIT3/PPARD/ARNT/HSF1/MED1/TFCP2/SRF/EREG/ZBTB1/LMO2/SREBF1	14
BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	64/2551	256/18670	7.734e-07	1.711e-05	1.043e-05	CD4/IGF1/CSF1R/TNFRSF1A/SPINK1/HCLS1/HES1/ARRB2/MIF/PRNP/TP53/FYN/PPP2R1A/TNK2/TNFRSF14/VEGFA/INPP5F/ABL1/CD80/CAV1/IFNG/SH3BP5/HSF1/ADIPOQ/ACE/IL15/RAP2C/SYK/PECAM1/ACVR1/YES1/AREG/IL24/GAS6/BMP6/MTOR/ITGB2/RAP2B/GPRC5A/PDGFB/HGF/IFNA2/EREG/PRKCD/EPHA7/GHR/PDGFA/NEDD9/CSF2/BST1/ERBB4/CD44/ARHGEF2/DLG4/CD36/DGKQ/CD300A/PTPRJ/HYAL2/FGF7/GH1/EPHA4/ADAM17/NF2	64
BP	GO:0046632	alpha-beta T cell differentiation	33/2551	101/18670	7.977e-07	1.759e-05	1.072e-05	ANXA1/CD83/ABL1/CD80/IFNG/GPR183/SASH3/NLRP3/STAT6/SYK/ADA/MALT1/MYB/RSAD2/HLX/PNP/MTOR/RHOA/NCKAP1L/IL12RB1/IRF1/BATF/GPR18/ATP7A/AP3D1/RELB/TNFSF8/LGALS9/ITK/RPL22/RORA/ZBTB7B/LY9	33
BP	GO:0051701	interaction with host	55/2551	209/18670	8.161e-07	1.791e-05	1.092e-05	CD4/TRIM28/DDB1/CD55/ITGB7/SIVA1/CHMP2B/NPC1/TRIM26/TRIM27/WWP1/TNFRSF14/ITGB1/ITGB5/CD80/CAV1/RXRA/ITCH/PML/SCARB1/VAPA/PC/SLAMF1/MRC1/WWP2/CXADR/GAS6/CPSF4/KPNA2/IFITM2/CCR5/SCRIB/IFNA2/MID2/GRB2/AXL/PTX3/BAD/VAMP8/CTNNB1/IFIT1/HSPA1B/FCN1/CXCL8/KPNA3/LGALS9/ANPEP/IFITM1/PVR/HYAL2/LGALS1/MET/CDK1/RRAGA/TRIM32	55
BP	GO:0032663	regulation of interleukin-2 production	22/2551	54/18670	8.288e-07	1.791e-05	1.092e-05	CD4/EZR/ANXA1/PRNP/TRIM27/CD83/ABL1/CD80/GBP1/TNFAIP3/SASH3/PDE4D/MALT1/PRKD2/HOMER3/PRKCQ/LAG3/CD28/GLMN/TRAF6/XCL1/KAT5	22
BP	GO:0007272	ensheathment of neurons	40/2551	134/18670	8.348e-07	1.791e-05	1.092e-05	ATRN/ILK/AKT1/CTSC/ABCD1/EIF2B5/TSPAN2/PPARD/SERINC5/NDRG1/TNFRSF21/ZSCAN26/NCSTN/GALC/CLU/PLP1/CST7/NAB1/MTOR/EGR2/HGF/MYO5A/FIG4/S100B/CTNNB1/PSAP/EIF2B2/AKT2/ZPR1/RNF10/GPC1/NF1/EIF2B4/OLIG2/PTN/BCAS1/ADAM22/PTPRZ1/KIF14/KCNJ10	40
BP	GO:0008366	axon ensheathment	40/2551	134/18670	8.348e-07	1.791e-05	1.092e-05	ATRN/ILK/AKT1/CTSC/ABCD1/EIF2B5/TSPAN2/PPARD/SERINC5/NDRG1/TNFRSF21/ZSCAN26/NCSTN/GALC/CLU/PLP1/CST7/NAB1/MTOR/EGR2/HGF/MYO5A/FIG4/S100B/CTNNB1/PSAP/EIF2B2/AKT2/ZPR1/RNF10/GPC1/NF1/EIF2B4/OLIG2/PTN/BCAS1/ADAM22/PTPRZ1/KIF14/KCNJ10	40
BP	GO:0030260	entry into host cell	40/2551	134/18670	8.348e-07	1.791e-05	1.092e-05	CD4/CD55/ITGB7/SIVA1/NPC1/TRIM26/WWP1/TNFRSF14/ITGB1/ITGB5/CD80/CAV1/ITCH/SCARB1/SLAMF1/MRC1/WWP2/CXADR/GAS6/IFITM2/CCR5/IFNA2/MID2/GRB2/AXL/PTX3/VAMP8/CTNNB1/HSPA1B/FCN1/CXCL8/KPNA3/LGALS9/ANPEP/IFITM1/PVR/HYAL2/LGALS1/MET/CDK1	40
BP	GO:0044409	entry into host	40/2551	134/18670	8.348e-07	1.791e-05	1.092e-05	CD4/CD55/ITGB7/SIVA1/NPC1/TRIM26/WWP1/TNFRSF14/ITGB1/ITGB5/CD80/CAV1/ITCH/SCARB1/SLAMF1/MRC1/WWP2/CXADR/GAS6/IFITM2/CCR5/IFNA2/MID2/GRB2/AXL/PTX3/VAMP8/CTNNB1/HSPA1B/FCN1/CXCL8/KPNA3/LGALS9/ANPEP/IFITM1/PVR/HYAL2/LGALS1/MET/CDK1	40
BP	GO:0051806	entry into cell of other organism involved in symbiotic interaction	40/2551	134/18670	8.348e-07	1.791e-05	1.092e-05	CD4/CD55/ITGB7/SIVA1/NPC1/TRIM26/WWP1/TNFRSF14/ITGB1/ITGB5/CD80/CAV1/ITCH/SCARB1/SLAMF1/MRC1/WWP2/CXADR/GAS6/IFITM2/CCR5/IFNA2/MID2/GRB2/AXL/PTX3/VAMP8/CTNNB1/HSPA1B/FCN1/CXCL8/KPNA3/LGALS9/ANPEP/IFITM1/PVR/HYAL2/LGALS1/MET/CDK1	40
BP	GO:0051828	entry into other organism involved in symbiotic interaction	40/2551	134/18670	8.348e-07	1.791e-05	1.092e-05	CD4/CD55/ITGB7/SIVA1/NPC1/TRIM26/WWP1/TNFRSF14/ITGB1/ITGB5/CD80/CAV1/ITCH/SCARB1/SLAMF1/MRC1/WWP2/CXADR/GAS6/IFITM2/CCR5/IFNA2/MID2/GRB2/AXL/PTX3/VAMP8/CTNNB1/HSPA1B/FCN1/CXCL8/KPNA3/LGALS9/ANPEP/IFITM1/PVR/HYAL2/LGALS1/MET/CDK1	40
BP	GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	28/2551	79/18670	8.485e-07	1.814e-05	1.106e-05	NCF4/PSMB4/ITGB5/PSME3/PSMB3/PSMD3/PSMB9/PSMD11/TAP1/PSMA1/SNAP23/IKBKB/SEC22B/PSME1/PSMD14/CHUK/VAMP8/PSMC6/PSMA3/PDIA3/PSMC1/PSMB1/CD36/PSMA4/HLA-A/PSMC4/PSMD13/PSMD8	28
